Node	Beg	End
75	1501282	1503158
75	1553425	1553427
75	1564913	1575631
75	1639946	1640522
77	1240748	1240839
77	1260541	1260567
78	1234532	1234601
78	1235683	1235828
78	1260097	1260165
89	1	45
89	1650	2370
89	4578	5105
89	6783	6915
89	9748	10378
89	18721	20890
89	25616	25760
89	28275	29482
89	47617	50120
89	51962	52908
89	53763	55853
89	524562	524588
89	575841	576174
89	578911	581147
89	581961	582441
89	584183	584399
89	591579	592365
89	633625	633775
89	642081	644389
89	982114	982493
89	983804	985331
89	986636	991395
89	1100203	1102512
89	1185192	1190116
89	1191996	1194530
89	1201474	1208714
89	1211546	1212986
89	1231872	1235270
89	1236359	1238653
89	1254344	1255128
89	1255995	1261041
89	1262319	1263517
89	1265676	1267551
89	1269259	1271307
89	1272298	1274686
89	1275844	1277339
89	1338763	1342998
89	1491077	1492629
89	1635420	1635506
89	1637695	1641481
94	1274643	1274685
97	18594	18732
97	20467	20476
97	21425	21482
97	26669	28999
97	30730	33286
97	36164	36687
97	38602	38784
97	46532	53787
97	55019	61376
97	100322	101378
97	213293	220771
97	221908	236286
97	239597	239609
97	245261	245354
97	284976	286544
97	292999	294322
97	295432	296011
97	377090	380339
97	515681	516425
97	589084	589466
97	606580	607344
97	609892	616619
97	617751	633895
97	635386	637389
97	638348	638556
97	639491	644867
97	645783	648786
97	680557	682020
97	724356	735249
97	837540	838297
97	850753	855534
97	867468	867537
97	942352	956849
97	958453	958969
97	1033319	1035696
97	1099230	1100175
97	1115525	1117433
97	1129002	1129957
97	1145600	1147257
97	1187980	1199458
97	1230295	1232907
97	1248665	1249750
97	1266797	1267340
97	1268472	1269436
97	1270726	1274313
97	1279605	1284679
97	1386063	1387969
97	1390784	1392155
97	1394549	1394639
97	1396005	1396143
97	1448232	1449265
97	1455318	1455385
97	1492739	1492864
97	1494373	1502129
97	1536945	1537596
97	1543618	1552550
97	1636025	1636035
97	1639606	1640564
110	1296	2007
110	25378	29608
110	46756	50122
110	51968	57784
110	64898	65051
110	68369	68826
110	238958	239252
110	920069	921069
110	1117454	1118377
110	1122826	1123509
110	1124922	1125374
110	1268193	1268682
110	1455229	1455316
110	1457825	1458002
110	1638464	1638977
110	1639946	1641000
113	71998	75653
113	78385	79644
113	81679	83389
113	1098075	1100570
113	1115756	1116479
113	1118377	1119396
113	1142633	1144999
113	1268316	1268382
202	7671	8998
202	14460	14592
202	24010	28663
202	30417	33304
202	35326	35437
202	45979	47293
202	48734	50167
202	51889	53046
202	54941	56972
202	125480	125965
202	171500	171595
202	189596	196533
202	197565	200090
202	272946	273264
202	279863	281917
202	345887	346408
202	523176	525539
202	539634	539640
202	574129	574438
202	575473	577266
202	578109	581756
202	582960	586019
202	610569	611435
202	642009	645576
202	648522	648786
202	677866	679204
202	759914	761517
202	770435	771429
202	798962	805732
202	806939	810501
202	981856	982622
202	983751	984905
202	988189	990051
202	991384	991397
202	1101706	1103047
202	1104786	1105215
202	1106813	1108517
202	1118308	1118353
202	1146022	1149229
202	1151368	1152098
202	1184031	1184523
202	1189307	1191314
202	1224857	1228278
202	1256541	1258655
202	1259744	1260525
202	1262429	1262598
202	1265786	1267584
202	1269397	1270675
202	1273131	1273281
202	1345909	1346937
202	1356222	1357231
202	1358056	1358904
202	1457213	1460946
202	1604511	1606520
202	1637938	1640423
203	137746	139162
203	141307	142200
203	143942	146494
203	151331	154677
203	277444	281341
203	588581	588793
203	680557	688375
203	984905	985349
203	987217	987604
203	1091653	1092465
203	1095692	1099599
203	1100807	1100998
203	1103566	1104548
203	1189540	1190639
203	1349292	1350031
203	1352175	1354247
203	1382552	1383431
203	1385218	1385518
203	1387762	1387987
203	1495791	1496597
203	1498844	1499787
203	1639946	1640522
211	6319	7413
211	29773	30292
211	49001	55853
211	59554	61065
211	155136	156264
211	159713	160986
211	275708	276233
211	299718	299888
211	302811	310476
211	311262	311371
211	312835	315785
211	316971	318697
211	324410	329675
211	343896	347186
211	395958	397019
211	436072	437758
211	439957	440860
211	454733	456611
211	461940	466993
211	468667	473291
211	489902	490425
211	510110	511334
211	525704	527499
211	528771	529571
211	532179	532844
211	541586	547501
211	548660	549802
211	552284	554745
211	555904	556274
211	561321	572856
211	575337	576174
211	578900	580146
211	584174	584618
211	587234	587385
211	592520	605989
211	609838	610415
211	611399	614181
211	615244	624093
211	626268	631395
211	642081	647768
211	667596	667915
211	671864	673412
211	708898	712904
211	935823	944557
211	950792	958945
211	960725	970321
211	972007	972526
211	973265	975267
211	977216	977613
211	982114	982493
211	983804	984507
211	986636	991395
211	1020782	1034951
211	1037483	1037873
211	1064928	1071374
211	1080067	1082738
211	1092182	1100125
211	1101495	1103831
211	1173735	1173955
211	1187614	1190302
211	1242490	1246651
211	1248628	1250726
211	1252282	1253825
211	1255359	1259456
211	1260562	1260945
211	1261691	1263524
211	1265457	1267530
211	1269188	1272556
211	1273662	1275489
211	1281454	1290844
211	1301902	1303574
211	1305126	1313822
211	1314721	1320435
211	1322493	1322936
211	1324054	1335094
211	1338442	1338712
211	1342446	1343711
211	1347135	1354226
211	1358141	1360293
211	1361190	1362134
211	1364444	1364624
211	1380930	1383604
211	1385683	1392614
211	1394540	1401523
211	1403872	1406771
211	1407936	1411101
211	1420025	1420889
211	1423193	1423904
211	1425650	1426563
211	1429686	1430363
211	1431278	1434155
211	1444700	1448255
211	1451677	1453868
211	1461177	1465343
211	1495616	1496773
211	1503019	1504266
211	1510043	1516873
211	1518132	1524295
211	1527429	1538922
211	1540122	1540356
211	1549463	1552550
211	1553734	1554742
211	1555659	1566068
211	1567045	1571512
211	1574136	1579014
211	1581860	1582095
211	1595108	1595489
211	1622344	1632268
211	1634299	1634683
211	1638164	1640426
175	1680	5476
175	14421	14477
175	25871	26069
175	47620	48766
175	49992	50132
175	52099	53100
175	55856	61585
175	65378	66032
175	138106	140120
175	141431	145336
175	148704	149979
175	345754	346118
175	373939	376927
175	378810	379470
175	383402	383626
175	584680	586013
175	591891	592485
175	593593	594622
175	598283	599197
175	636961	639702
175	640780	642596
175	643651	647549
175	681275	686108
175	709407	714954
175	723457	727892
175	745700	749936
175	803721	805516
175	806940	814097
175	890370	894565
175	945717	946123
175	948676	949362
175	950827	950873
175	998568	1004032
175	1013464	1014501
175	1017036	1018101
175	1021506	1022211
175	1036285	1036473
175	1065552	1066591
175	1106842	1107176
175	1107947	1107962
175	1118761	1119577
175	1121162	1121323
175	1126738	1127688
175	1192555	1194496
175	1253957	1254326
175	1255653	1259693
175	1260535	1260577
175	1262372	1262598
175	1265786	1267521
175	1268997	1270675
175	1274133	1274829
175	1276535	1277264
175	1446941	1447127
175	1452620	1452784
175	1474147	1474219
175	1475705	1476320
175	1477087	1479246
175	1492796	1492909
175	1517535	1517960
175	1518963	1520425
175	1547590	1552550
175	1554527	1560440
175	1561261	1563239
175	1571641	1575126
175	1638164	1638975
175	1639955	1640594
183	25742	27210
183	28486	29137
183	30286	33659
183	46489	48604
183	51203	52285
183	66063	67327
183	70303	70483
183	72013	73422
183	128176	133726
183	139605	140091
183	194288	199334
183	213725	214151
183	215921	218459
183	223170	226661
183	235847	237518
183	240161	240654
183	241760	251761
183	253255	254879
183	258825	260069
183	265829	268125
183	281355	283753
183	284816	285719
183	297644	299540
183	303727	308955
183	316971	317145
183	330947	331272
183	332001	335086
183	336537	337153
183	339954	340680
183	345754	347064
183	367857	368184
183	369356	369512
183	372081	375091
183	376010	376742
183	378810	379241
183	382640	383561
183	386233	386865
183	388753	393667
183	399808	404491
183	450437	451075
183	453799	455006
183	456566	456581
183	461794	462209
183	472875	478465
183	481035	484364
183	496586	498587
183	505832	509012
183	510824	511488
183	525246	525908
183	547044	548931
183	550088	550451
183	564134	566734
183	568505	570103
183	570880	572349
183	575841	576389
183	578900	582198
183	583032	584765
183	586067	586579
183	587799	589645
183	593593	595141
183	596569	597290
183	599495	599558
183	601897	603428
183	606097	606331
183	609000	609657
183	610934	613259
183	622040	624533
183	629931	631810
183	633697	634033
183	641079	642969
183	644649	647525
183	683743	686480
183	690111	692087
183	705364	707466
183	708535	710175
183	712844	713504
183	721729	723723
183	734176	740393
183	775017	783895
183	785505	787075
183	792056	792320
183	804643	805516
183	808362	808853
183	812837	815027
183	844189	844499
183	849300	850221
183	855842	856199
183	857278	858666
183	860903	865905
183	890173	894565
183	895428	895651
183	910168	914094
183	915670	919129
183	935823	937014
183	942317	942507
183	948676	949137
183	950499	950873
183	976927	979976
183	980862	989655
183	991437	992724
183	998193	998446
183	1001555	1002453
183	1013253	1014319
183	1021506	1022291
183	1025433	1027604
183	1031198	1031592
183	1032590	1033742
183	1052567	1053188
183	1058834	1062814
183	1064789	1066506
183	1080067	1082376
183	1084014	1084633
183	1086357	1087401
183	1089995	1092471
183	1095393	1096459
183	1099485	1100836
183	1107086	1107176
183	1118461	1119780
183	1125033	1132617
183	1133507	1135297
183	1184338	1184639
183	1189246	1191047
183	1195946	1196570
183	1199868	1201494
183	1217358	1219756
183	1220936	1221206
183	1222126	1223536
183	1235790	1235828
183	1236888	1237882
183	1244186	1244799
183	1249400	1250888
183	1253957	1254326
183	1257856	1259659
183	1262747	1263429
183	1266007	1269283
183	1272283	1272769
183	1274106	1278388
183	1283107	1284553
183	1285628	1285787
183	1289495	1290263
183	1290999	1292954
183	1317353	1319131
183	1319929	1322948
183	1325448	1330833
183	1338442	1341430
183	1346464	1348757
183	1349980	1351331
183	1354174	1354267
183	1358257	1359966
183	1363418	1364677
183	1381230	1383341
183	1387942	1390026
183	1401535	1402182
183	1426009	1426120
183	1431278	1431878
183	1433791	1434527
183	1437581	1440958
183	1448117	1454984
183	1456505	1456733
183	1458307	1467646
183	1472006	1472039
183	1474147	1478776
183	1490200	1491430
183	1494463	1494901
183	1497658	1501210
183	1511366	1513128
183	1546573	1548564
183	1549463	1550859
183	1556956	1560728
183	1562271	1562361
183	1564905	1566068
183	1567045	1568441
183	1573955	1576923
183	1580827	1583646
183	1585288	1587490
183	1595059	1596424
183	1638040	1640949
210	1271842	1271858
48	4928	5581
48	11107	12293
48	14421	14477
48	17688	18732
48	19647	20476
48	21425	21482
48	25216	26069
48	30604	33807
48	74603	77208
48	585857	587465
48	591546	595882
48	977216	977911
48	994784	998772
48	1008022	1008647
48	1013166	1016268
48	1182763	1183020
48	1196351	1212652
48	1266045	1266278
48	1268487	1269267
48	1271808	1272147
48	1455309	1455370
48	1491328	1491731
48	1493992	1497676
87	18266	19369
87	30451	30577
87	34990	35296
87	47512	50120
87	51962	58255
87	59228	59567
87	238841	239111
87	257087	259930
87	261276	263052
87	266043	266747
87	267687	270402
87	328114	328590
87	330240	342686
87	1000679	1002453
87	1184338	1185165
87	1189514	1189795
87	1202012	1202885
87	1240748	1240839
87	1271758	1271833
99	18426	19403
99	20503	21404
99	22223	22259
99	26646	30403
99	33921	34137
99	347079	352189
99	356918	358083
99	358939	361042
99	368374	370243
99	383671	386865
99	563970	565430
99	852655	854573
99	856313	861982
99	865041	866481
99	912156	914873
99	915955	918094
99	921442	922521
99	924187	926104
99	1115051	1117108
99	1166671	1177722
99	1178572	1179091
99	1180779	1181333
99	1199484	1202519
99	1273302	1273407
NODE_28	618	2300
NODE_28	3252	4129
NODE_28	25222	31855
NODE_28	46310	48868
NODE_28	49971	58204
NODE_28	65687	69129
NODE_28	70299	70342
NODE_28	85975	87756
NODE_28	88671	88806
NODE_28	92880	93284
NODE_28	138781	140120
NODE_28	141465	142083
NODE_28	143677	146950
NODE_28	281905	282454
NODE_28	400086	400974
NODE_28	413335	413512
NODE_28	430848	431484
NODE_28	474175	481250
NODE_28	568295	569279
NODE_28	572100	576195
NODE_28	578267	582946
NODE_28	588554	589959
NODE_28	591567	595099
NODE_28	596509	596846
NODE_28	599355	599558
NODE_28	600991	603363
NODE_28	605193	607344
NODE_28	615536	618028
NODE_28	625623	627186
NODE_28	633969	635533
NODE_28	640381	641090
NODE_28	642258	646225
NODE_28	648768	651600
NODE_28	655288	658102
NODE_28	676953	678366
NODE_28	690021	692057
NODE_28	693235	695909
NODE_28	704340	708233
NODE_28	709479	711027
NODE_28	749097	752549
NODE_28	753695	754442
NODE_28	775373	776469
NODE_28	780755	790164
NODE_28	840718	841873
NODE_28	916441	917150
NODE_28	978972	983863
NODE_28	985712	992009
NODE_28	994142	1002314
NODE_28	1006892	1008548
NODE_28	1011740	1012456
NODE_28	1013335	1014636
NODE_28	1030483	1033742
NODE_28	1035151	1037256
NODE_28	1038936	1039325
NODE_28	1055034	1055059
NODE_28	1055940	1059287
NODE_28	1063744	1066143
NODE_28	1068237	1070801
NODE_28	1080165	1080706
NODE_28	1088996	1091042
NODE_28	1095393	1096379
NODE_28	1114447	1115858
NODE_28	1118734	1119465
NODE_28	1188002	1188315
NODE_28	1189412	1191047
NODE_28	1240222	1242777
NODE_28	1243664	1244853
NODE_28	1246239	1250801
NODE_28	1259503	1260525
NODE_28	1262416	1262561
NODE_28	1265030	1266281
NODE_28	1267289	1267584
NODE_28	1318894	1320704
NODE_28	1327770	1328240
NODE_28	1347765	1348857
NODE_28	1350495	1351194
NODE_28	1455297	1455387
NODE_28	1498415	1502377
NODE_28	1511245	1512219
NODE_28	1582234	1582866
NODE_28	1585288	1585777
NODE_28	1602427	1603238
NODE_28	1604611	1605485
NODE_28	1638007	1638977
NODE_28	1639946	1640934
NODE_29	1272178	1272196
NODE_29	1273998	1274016
NODE_30	1	2238
NODE_30	1638554	1638857
NODE_30	1639955	1641481
NODE_31	1	4909
NODE_31	134693	135170
NODE_31	139111	139405
NODE_31	141258	145814
NODE_31	155455	158567
NODE_31	319230	322217
NODE_31	351457	360537
NODE_31	419077	427404
NODE_31	446174	447345
NODE_31	526337	527763
NODE_31	536579	536819
NODE_31	538661	539424
NODE_31	580688	583008
NODE_31	585623	587235
NODE_31	589957	591541
NODE_31	773527	775560
NODE_31	811486	814268
NODE_31	910351	917102
NODE_31	980587	982901
NODE_31	985262	987682
NODE_31	1091893	1094198
NODE_31	1096958	1100906
NODE_31	1118377	1118761
NODE_31	1130480	1131882
NODE_31	1189087	1191047
NODE_31	1269837	1269840
NODE_31	1303109	1304204
NODE_31	1354152	1354215
NODE_31	1386063	1387969
NODE_31	1489072	1492710
NODE_31	1493982	1494261
NODE_31	1497232	1501330
NODE_31	1630160	1632092
NODE_31	1634305	1634843
NODE_31	1636972	1638977
NODE_31	1639940	1641126
NODE_32	138319	140120
NODE_32	141258	146494
NODE_32	229668	236272
NODE_32	1235759	1235828
NODE_33	1	4480
NODE_33	11071	11461
NODE_33	14421	22295
NODE_33	23562	23799
NODE_33	28585	29098
NODE_33	35527	36038
NODE_33	47470	48516
NODE_33	345754	346450
NODE_33	438580	438654
NODE_33	524307	524421
NODE_33	525356	525698
NODE_33	573835	573910
NODE_33	580358	581312
NODE_33	582519	584709
NODE_33	586487	587465
NODE_33	591546	592480
NODE_33	633610	633837
NODE_33	645197	645515
NODE_33	1100288	1101293
NODE_33	1102539	1102770
NODE_33	1189521	1189627
NODE_33	1253708	1255512
NODE_33	1257993	1258499
NODE_33	1267055	1267301
NODE_33	1270999	1271089
NODE_33	1275924	1277647
NODE_33	1344736	1345445
NODE_33	1346464	1346760
NODE_33	1358075	1358895
NODE_33	1631392	1631991
NODE_33	1640878	1641481
NODE_34	1262	1926
NODE_34	25876	29252
NODE_34	47512	48052
NODE_34	49235	50048
NODE_34	54530	54851
NODE_34	56914	61585
NODE_34	340500	340959
NODE_34	342354	347186
NODE_34	348908	349475
NODE_34	479561	480407
NODE_34	917457	920831
NODE_34	922782	926790
NODE_34	1122768	1123035
NODE_34	1125174	1125692
NODE_34	1141614	1149229
NODE_34	1150326	1150710
NODE_34	1260436	1260471
NODE_34	1268187	1268634
NODE_34	1455227	1456733
NODE_34	1458338	1458950
NODE_34	1637044	1638975
NODE_34	1639955	1641481
NODE_35	1	726
NODE_35	25565	26013
NODE_35	29773	30292
NODE_35	49376	49478
NODE_35	50927	51073
NODE_35	58702	59336
NODE_35	71706	75273
NODE_35	137032	137552
NODE_35	145154	145564
NODE_35	241924	243696
NODE_35	502780	504073
NODE_35	508778	511334
NODE_35	524619	524798
NODE_35	579189	582375
NODE_35	588301	588746
NODE_35	615536	618028
NODE_35	622466	627186
NODE_35	630451	630847
NODE_35	633427	635266
NODE_35	637421	639702
NODE_35	640753	641663
NODE_35	644086	644838
NODE_35	645945	646225
NODE_35	814688	817494
NODE_35	958393	958747
NODE_35	978505	978712
NODE_35	980905	981265
NODE_35	982340	982778
NODE_35	1003539	1006787
NODE_35	1066422	1067608
NODE_35	1088477	1089356
NODE_35	1114787	1116772
NODE_35	1119079	1119589
NODE_35	1125174	1125305
NODE_35	1189492	1189923
NODE_35	1235293	1236682
NODE_35	1240264	1240284
NODE_35	1242571	1244179
NODE_35	1248628	1249825
NODE_35	1252612	1252982
NODE_35	1254617	1255091
NODE_35	1257607	1258447
NODE_35	1259515	1261405
NODE_35	1267688	1268082
NODE_35	1272538	1273493
NODE_35	1274358	1278963
NODE_35	1333357	1333890
NODE_35	1455125	1455245
NODE_35	1491188	1491221
NODE_35	1498415	1500684
NODE_35	1510043	1511451
NODE_35	1541010	1544864
NODE_35	1598944	1599272
NODE_35	1641320	1641481
NODE_36	23287	32554
NODE_36	33607	33807
NODE_36	44878	46624
NODE_36	47812	48571
NODE_36	49976	52399
NODE_36	55019	58204
NODE_36	139852	140248
NODE_36	144851	145564
NODE_36	149058	151898
NODE_36	203722	204327
NODE_36	217157	217628
NODE_36	219740	222090
NODE_36	245261	245354
NODE_36	246993	247782
NODE_36	377090	380339
NODE_36	615536	617838
NODE_36	852340	852550
NODE_36	984451	984736
NODE_36	986189	995078
NODE_36	1022034	1022886
NODE_36	1028212	1039044
NODE_36	1092182	1092190
NODE_36	1093736	1095626
NODE_36	1164138	1174300
NODE_36	1175700	1175884
NODE_36	1184338	1184988
NODE_36	1187889	1188091
NODE_36	1189225	1190672
NODE_36	1216628	1216854
NODE_36	1218573	1221719
NODE_36	1230107	1230722
NODE_36	1260107	1260564
NODE_36	1273209	1273620
NODE_36	1390784	1392155
NODE_36	1455174	1457297
NODE_36	1458582	1460880
NODE_36	1462630	1463957
NODE_36	1492513	1492629
NODE_36	1591939	1593058
NODE_36	1594350	1596920
NODE_36	1604919	1605485
NODE_36	1639466	1639916
NODE_37	22223	22259
NODE_37	29752	34134
NODE_37	56426	56579
NODE_37	65402	65609
NODE_37	132300	135726
NODE_37	138781	139102
NODE_37	141258	145564
NODE_37	146604	147533
NODE_37	182024	183387
NODE_37	240950	243802
NODE_37	295432	296892
NODE_37	297644	299888
NODE_37	302811	304321
NODE_37	320425	322876
NODE_37	324410	324754
NODE_37	348197	348840
NODE_37	455298	455558
NODE_37	457844	458267
NODE_37	460480	461431
NODE_37	470235	470415
NODE_37	500463	502506
NODE_37	575072	576902
NODE_37	584082	586408
NODE_37	588369	589226
NODE_37	593570	595234
NODE_37	596509	599558
NODE_37	602455	603968
NODE_37	608488	611697
NODE_37	615242	617989
NODE_37	621529	638856
NODE_37	640702	642969
NODE_37	646013	647072
NODE_37	791368	792443
NODE_37	793749	794301
NODE_37	798493	799540
NODE_37	800724	801881
NODE_37	803799	805516
NODE_37	808072	808526
NODE_37	901182	903555
NODE_37	908060	908346
NODE_37	978505	979251
NODE_37	980473	981265
NODE_37	982353	982880
NODE_37	983789	985220
NODE_37	988189	990051
NODE_37	1001467	1006787
NODE_37	1045342	1046259
NODE_37	1066422	1067608
NODE_37	1082666	1083152
NODE_37	1086550	1089713
NODE_37	1090729	1090842
NODE_37	1091824	1096860
NODE_37	1099236	1103245
NODE_37	1105679	1105982
NODE_37	1115261	1117250
NODE_37	1119079	1119589
NODE_37	1189375	1189705
NODE_37	1193765	1194958
NODE_37	1228326	1229527
NODE_37	1234898	1234906
NODE_37	1242889	1244104
NODE_37	1245761	1245901
NODE_37	1248762	1253300
NODE_37	1259503	1260525
NODE_37	1262416	1273316
NODE_37	1331376	1333179
NODE_37	1342555	1343711
NODE_37	1347492	1352094
NODE_37	1492863	1493176
NODE_37	1495616	1496773
NODE_37	1498415	1500684
NODE_37	1503019	1504266
NODE_37	1511245	1516027
NODE_37	1518132	1519121
NODE_37	1519930	1521855
NODE_37	1523452	1524295
NODE_37	1527429	1531244
NODE_37	1543177	1544882
NODE_37	1639528	1640198
NODE_38	12292	12564
NODE_38	14553	16210
NODE_38	18633	19369
NODE_38	20503	21404
NODE_38	25876	26069
NODE_38	28585	29098
NODE_38	48208	48596
NODE_38	55994	57029
NODE_38	139111	140241
NODE_38	141260	144322
NODE_38	192132	192813
NODE_38	196943	197940
NODE_38	199478	199757
NODE_38	203386	203626
NODE_38	236445	236847
NODE_38	246547	247236
NODE_38	601365	601594
NODE_38	682969	683695
NODE_38	713379	714387
NODE_38	775995	777319
NODE_38	855844	856758
NODE_38	873513	878061
NODE_38	878887	883657
NODE_38	988249	993032
NODE_38	1017581	1018143
NODE_38	1030762	1032719
NODE_38	1092446	1092456
NODE_38	1096958	1098974
NODE_38	1163918	1165237
NODE_38	1174840	1175935
NODE_38	1218551	1220885
NODE_38	1260541	1260567
NODE_38	1322684	1322948
NODE_38	1354152	1354215
NODE_38	1444052	1446069
NODE_38	1446941	1447127
NODE_38	1450202	1456680
NODE_38	1458338	1458950
NODE_38	1459935	1465199
NODE_38	1468211	1471607
NODE_38	1502111	1502291
NODE_38	1518636	1519614
NODE_38	1602500	1602872
NODE_39	27723	29062
NODE_39	50084	50118
NODE_39	240954	243802
NODE_39	430839	432006
NODE_39	575841	576389
NODE_39	581469	582853
NODE_39	593577	595066
NODE_39	598283	598670
NODE_39	972089	972352
NODE_39	973600	973608
NODE_39	978753	980611
NODE_39	983012	985511
NODE_39	1046065	1047038
NODE_39	1065742	1071374
NODE_39	1080138	1083152
NODE_39	1090730	1092452
NODE_39	1099848	1102382
NODE_39	1105070	1105141
NODE_39	1119577	1119780
NODE_39	1121191	1125374
NODE_39	1130564	1131779
NODE_39	1189087	1189617
NODE_39	1252715	1252967
NODE_39	1262678	1263429
NODE_39	1266007	1267647
NODE_39	1271632	1271776
NODE_39	1333122	1333251
NODE_39	1342555	1344007
NODE_39	1433654	1434019
NODE_39	1510043	1510302
NODE_39	1638329	1638612
NODE_40	18858	19165
NODE_40	20503	20890
NODE_40	27068	27951
NODE_40	30562	31855
NODE_40	56264	56978
NODE_40	138319	140120
NODE_40	141465	142076
NODE_40	143942	144512
NODE_40	241051	241378
NODE_40	573346	573361
NODE_40	591458	594377
NODE_40	596023	600706
NODE_40	984810	984905
NODE_40	1002031	1002061
NODE_40	1043580	1043987
NODE_40	1082738	1085073
NODE_40	1090729	1090842
NODE_40	1091824	1092101
NODE_40	1096810	1101236
NODE_40	1187614	1188232
NODE_40	1279774	1283282
NODE_40	1333065	1335093
NODE_40	1338442	1338712
NODE_40	1342446	1343681
NODE_40	1347765	1348857
NODE_40	1350495	1351194
NODE_40	1638290	1638967
NODE_40	1640054	1640378
NODE_41	6193	7441
NODE_41	16460	17365
NODE_41	44683	44715
NODE_41	48868	50159
NODE_41	50903	53100
NODE_41	56672	56933
NODE_41	65687	69129
NODE_41	70299	70342
NODE_41	122836	124467
NODE_41	125888	125943
NODE_41	130357	130703
NODE_41	137971	139162
NODE_41	141258	142091
NODE_41	155136	158567
NODE_41	209734	210703
NODE_41	212488	213836
NODE_41	215540	216876
NODE_41	223170	223883
NODE_41	237708	238841
